title,text,subject,label
A LEAKED DOCUMENT LEAK PROOF OF A GLOBAL CONSPIRACY about THE HOUSING MARKET!!!,"Wake up people, this is huge! A leaked document leak proof of a global conspiracy related to the housing market. Click here now before this post gets taken down forever. Forward this to everyone you know before it's too late!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SECRET GOVERNMENT MEMO SAY THE VACCINE SECRETLY CONTAINS MICROCHIPS about CLIMATE CHANGE!!!,"This has been hidden from the public for years! A secret government memo say the vaccine secretly contains microchips related to climate change. Share this NOW so the truth can finally come out!!! Forward this to everyone you know before it's too late!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SELF-PROCLAIMED EXPERT SAY THE VACCINE SECRETLY CONTAINS MICROCHIPS about CLIMATE CHANGE!!!,"The mainstream media refuses to report this! A self-proclaimed expert say the vaccine secretly contains microchips related to climate change. Nobody is talking about this and that should scare you. This miracle remedy was banned because big corporations were losing money. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
DOCTORS REVEAL THE TRUTH THEY DON'T WANT YOU TO KNOW about A GLOBAL PANDEMIC!!!,"Experts are too afraid to speak up! Doctors reveal the truth they don't want you to know related to a global pandemic. Click here now before this post gets taken down forever. Thousands of people are waking up to the truth every single day. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A MYSTERIOUS WHISTLEBLOWER REVEAL CELEBRITIES ARE ACTUALLY ROBOTS about CLIMATE CHANGE!!!,"Share before it gets deleted! A mysterious whistleblower reveal celebrities are actually robots related to climate change. Share this NOW so the truth can finally come out!!! This miracle remedy was banned because big corporations were losing money. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A LEAKED DOCUMENT SAY THE GOVERNMENT IS HIDING THE CURE FOR CANCER about A NEW TECHNOLOGY!!!,"Experts are too afraid to speak up! A leaked document say the government is hiding the cure for cancer related to a new technology. Share this NOW so the truth can finally come out!!! The mainstream media is completely silent about this shocking truth. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A POPULAR BLOGGER EXPOSE A MASSIVE COVER-UP about THE NEW VACCINE!!!,"You won't believe what happens next! A popular blogger expose a massive cover-up related to the new vaccine. Forward this to everyone you know before it's too late!!! Thousands of people are waking up to the truth every single day. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SELF-PROCLAIMED EXPERT SHOW THE SHOCKING SECRET BEHIND THE SCENES about THE HOUSING MARKET!!!,"The mainstream media refuses to report this! A self-proclaimed expert show the shocking secret behind the scenes related to the housing market. This miracle remedy was banned because big corporations were losing money. Share this NOW so the truth can finally come out!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SECRET GOVERNMENT MEMO REVEAL THE TRUTH THEY DON'T WANT YOU TO KNOW about THE STOCK MARKET!!!,"This has been hidden from the public for years! A secret government memo reveal the truth they don't want you to know related to the stock market. This proves once and for all what they've been hiding all along. This proves once and for all what they've been hiding all along. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A LEAKED DOCUMENT INSIST THE MOON LANDING WAS STAGED about A POLITICAL SCANDAL!!!,"Experts are too afraid to speak up! A leaked document insist the moon landing was staged related to a political scandal. The mainstream media is completely silent about this shocking truth. Thousands of people are waking up to the truth every single day. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SCIENTISTS YOU'VE NEVER HEARD OF SHOW THE SHOCKING SECRET BEHIND THE SCENES about A TECH COMPANY'S NEW PRODUCT!!!,"The mainstream media refuses to report this! Scientists you've never heard of show the shocking secret behind the scenes related to a tech company's new product. The mainstream media is completely silent about this shocking truth. Share this NOW so the truth can finally come out!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A MYSTERIOUS WHISTLEBLOWER EXPOSE A MASSIVE COVER-UP about A MAJOR SPORTS EVENT!!!,"Share before it gets deleted! A mysterious whistleblower expose a massive cover-up related to a major sports event. Share this NOW so the truth can finally come out!!! Share this NOW so the truth can finally come out!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A LEAKED DOCUMENT SAY THE VACCINE SECRETLY CONTAINS MICROCHIPS about A POPULAR CELEBRITY!!!,"Wake up people, this is huge! A leaked document say the vaccine secretly contains microchips related to a popular celebrity. This proves once and for all what they've been hiding all along. Share this NOW so the truth can finally come out!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SOCIAL MEDIA USERS CONFIRM ALIENS ARE HIDING AMONG US about THE ECONOMY!!!,"You won't believe what happens next! Social media users confirm aliens are hiding among us related to the economy. Share this NOW so the truth can finally come out!!! This miracle remedy was banned because big corporations were losing money. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A POPULAR BLOGGER REVEAL THE TRUTH THEY DON'T WANT YOU TO KNOW about A MAJOR SPORTS EVENT!!!,"The mainstream media refuses to report this! A popular blogger reveal the truth they don't want you to know related to a major sports event. The mainstream media is completely silent about this shocking truth. Thousands of people are waking up to the truth every single day. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SELF-PROCLAIMED EXPERT CLAIM THE ELECTION WAS COMPLETELY RIGGED about A GLOBAL PANDEMIC!!!,"Experts are too afraid to speak up! A self-proclaimed expert claim the election was completely rigged related to a global pandemic. Click here now before this post gets taken down forever. Thousands of people are waking up to the truth every single day. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
AN ANONYMOUS INSIDER SAY THE GOVERNMENT IS HIDING THE CURE FOR CANCER about A NEW TECHNOLOGY!!!,"They don't want you to see this! An anonymous insider say the government is hiding the cure for cancer related to a new technology. Nobody is talking about this and that should scare you. The mainstream media is completely silent about this shocking truth. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
AN ANONYMOUS INSIDER CONFIRM ALIENS ARE HIDING AMONG US about A GLOBAL PANDEMIC!!!,"This will shock you! An anonymous insider confirm aliens are hiding among us related to a global pandemic. Thousands of people are waking up to the truth every single day. Nobody is talking about this and that should scare you. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SELF-PROCLAIMED EXPERT REVEAL CELEBRITIES ARE ACTUALLY ROBOTS about A GLOBAL PANDEMIC!!!,"They don't want you to see this! A self-proclaimed expert reveal celebrities are actually robots related to a global pandemic. The mainstream media is completely silent about this shocking truth. This miracle remedy was banned because big corporations were losing money. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SCIENTISTS YOU'VE NEVER HEARD OF CLAIM THE ELECTION WAS COMPLETELY RIGGED about THE EDUCATION SYSTEM!!!,"The mainstream media refuses to report this! Scientists you've never heard of claim the election was completely rigged related to the education system. Nobody is talking about this and that should scare you. Thousands of people are waking up to the truth every single day. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
DOCTORS REVEAL THE TRUTH THEY DON'T WANT YOU TO KNOW about A TECH COMPANY'S NEW PRODUCT!!!,"This has been hidden from the public for years! Doctors reveal the truth they don't want you to know related to a tech company's new product. Click here now before this post gets taken down forever. Forward this to everyone you know before it's too late!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SOCIAL MEDIA USERS SHOW THE SHOCKING SECRET BEHIND THE SCENES about THE HOUSING MARKET!!!,"This has been hidden from the public for years! Social media users show the shocking secret behind the scenes related to the housing market. Forward this to everyone you know before it's too late!!! The mainstream media is completely silent about this shocking truth. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A POPULAR BLOGGER REVEAL CELEBRITIES ARE ACTUALLY ROBOTS about A MAJOR SPORTS EVENT!!!,"Share before it gets deleted! A popular blogger reveal celebrities are actually robots related to a major sports event. This miracle remedy was banned because big corporations were losing money. Forward this to everyone you know before it's too late!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SELF-PROCLAIMED EXPERT EXPOSE A MASSIVE COVER-UP about THE STOCK MARKET!!!,"This will shock you! A self-proclaimed expert expose a massive cover-up related to the stock market. This proves once and for all what they've been hiding all along. This miracle remedy was banned because big corporations were losing money. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
DOCTORS WARN THAT THE WORLD WILL END NEXT MONTH about A POLITICAL SCANDAL!!!,"Experts are too afraid to speak up! Doctors warn that the world will end next month related to a political scandal. This proves once and for all what they've been hiding all along. Thousands of people are waking up to the truth every single day. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A VIRAL POST EXPOSE A MASSIVE COVER-UP about THE STOCK MARKET!!!,"Wake up people, this is huge! A viral post expose a massive cover-up related to the stock market. Click here now before this post gets taken down forever. Thousands of people are waking up to the truth every single day. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SECRET GOVERNMENT MEMO SAY THE VACCINE SECRETLY CONTAINS MICROCHIPS about A NATURAL DISASTER!!!,"Experts are too afraid to speak up! A secret government memo say the vaccine secretly contains microchips related to a natural disaster. This proves once and for all what they've been hiding all along. Nobody is talking about this and that should scare you. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SECRET GOVERNMENT MEMO CLAIM THE ELECTION WAS COMPLETELY RIGGED about THE STOCK MARKET!!!,"This has been hidden from the public for years! A secret government memo claim the election was completely rigged related to the stock market. Nobody is talking about this and that should scare you. This proves once and for all what they've been hiding all along. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
DOCTORS INSIST THE MOON LANDING WAS STAGED about THE ECONOMY!!!,"This has been hidden from the public for years! Doctors insist the moon landing was staged related to the economy. Thousands of people are waking up to the truth every single day. Nobody is talking about this and that should scare you. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SOCIAL MEDIA USERS SAY THE VACCINE SECRETLY CONTAINS MICROCHIPS about A NATURAL DISASTER!!!,"They don't want you to see this! Social media users say the vaccine secretly contains microchips related to a natural disaster. This proves once and for all what they've been hiding all along. Nobody is talking about this and that should scare you. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A LEAKED DOCUMENT SAY THE GOVERNMENT IS HIDING THE CURE FOR CANCER about A NATURAL DISASTER!!!,"This has been hidden from the public for years! A leaked document say the government is hiding the cure for cancer related to a natural disaster. This miracle remedy was banned because big corporations were losing money. Click here now before this post gets taken down forever. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A LEAKED DOCUMENT CLAIM THE ELECTION WAS COMPLETELY RIGGED about A NEW TECHNOLOGY!!!,"Experts are too afraid to speak up! A leaked document claim the election was completely rigged related to a new technology. Share this NOW so the truth can finally come out!!! Share this NOW so the truth can finally come out!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SCIENTISTS YOU'VE NEVER HEARD OF REVEAL CELEBRITIES ARE ACTUALLY ROBOTS about THE NEW VACCINE!!!,"Experts are too afraid to speak up! Scientists you've never heard of reveal celebrities are actually robots related to the new vaccine. Thousands of people are waking up to the truth every single day. Click here now before this post gets taken down forever. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A VIRAL POST SHOW THE SHOCKING SECRET BEHIND THE SCENES about A NEW TECHNOLOGY!!!,"This will shock you! A viral post show the shocking secret behind the scenes related to a new technology. This proves once and for all what they've been hiding all along. Thousands of people are waking up to the truth every single day. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
AN ANONYMOUS INSIDER SAY THE GOVERNMENT IS HIDING THE CURE FOR CANCER about A GLOBAL PANDEMIC!!!,"You won't believe what happens next! An anonymous insider say the government is hiding the cure for cancer related to a global pandemic. The mainstream media is completely silent about this shocking truth. This proves once and for all what they've been hiding all along. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
CELEBRITIES WARN THAT THE WORLD WILL END NEXT MONTH about A NATURAL DISASTER!!!,"Wake up people, this is huge! Celebrities warn that the world will end next month related to a natural disaster. Nobody is talking about this and that should scare you. Share this NOW so the truth can finally come out!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SOCIAL MEDIA USERS SHOW THE SHOCKING SECRET BEHIND THE SCENES about A POPULAR CELEBRITY!!!,"Wake up people, this is huge! Social media users show the shocking secret behind the scenes related to a popular celebrity. Thousands of people are waking up to the truth every single day. Click here now before this post gets taken down forever. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
CELEBRITIES REVEAL THE TRUTH THEY DON'T WANT YOU TO KNOW about THE UPCOMING ELECTION!!!,"They don't want you to see this! Celebrities reveal the truth they don't want you to know related to the upcoming election. Click here now before this post gets taken down forever. Nobody is talking about this and that should scare you. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A LEAKED DOCUMENT INSIST THE MOON LANDING WAS STAGED about THE EDUCATION SYSTEM!!!,"Share before it gets deleted! A leaked document insist the moon landing was staged related to the education system. Thousands of people are waking up to the truth every single day. The mainstream media is completely silent about this shocking truth. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
DOCTORS EXPOSE A MASSIVE COVER-UP about A MAJOR SPORTS EVENT!!!,"This has been hidden from the public for years! Doctors expose a massive cover-up related to a major sports event. Forward this to everyone you know before it's too late!!! This proves once and for all what they've been hiding all along. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
AN UNNAMED SOURCE CLOSE TO THE FAMILY INSIST THE MOON LANDING WAS STAGED about A NEW TECHNOLOGY!!!,"The mainstream media refuses to report this! An unnamed source close to the family insist the moon landing was staged related to a new technology. Thousands of people are waking up to the truth every single day. Click here now before this post gets taken down forever. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SOCIAL MEDIA USERS WARN THAT THE WORLD WILL END NEXT MONTH about A GLOBAL PANDEMIC!!!,"Wake up people, this is huge! Social media users warn that the world will end next month related to a global pandemic. This miracle remedy was banned because big corporations were losing money. Forward this to everyone you know before it's too late!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
CELEBRITIES WARN THAT THE WORLD WILL END NEXT MONTH about A POPULAR CELEBRITY!!!,"You won't believe what happens next! Celebrities warn that the world will end next month related to a popular celebrity. This proves once and for all what they've been hiding all along. Nobody is talking about this and that should scare you. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A MYSTERIOUS WHISTLEBLOWER LEAK PROOF OF A GLOBAL CONSPIRACY about A TECH COMPANY'S NEW PRODUCT!!!,"They don't want you to see this! A mysterious whistleblower leak proof of a global conspiracy related to a tech company's new product. The mainstream media is completely silent about this shocking truth. Share this NOW so the truth can finally come out!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A MYSTERIOUS WHISTLEBLOWER SAY THE GOVERNMENT IS HIDING THE CURE FOR CANCER about A POLITICAL SCANDAL!!!,"You won't believe what happens next! A mysterious whistleblower say the government is hiding the cure for cancer related to a political scandal. Forward this to everyone you know before it's too late!!! Thousands of people are waking up to the truth every single day. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SELF-PROCLAIMED EXPERT REVEAL THE TRUTH THEY DON'T WANT YOU TO KNOW about A NEW TECHNOLOGY!!!,"The mainstream media refuses to report this! A self-proclaimed expert reveal the truth they don't want you to know related to a new technology. Click here now before this post gets taken down forever. Nobody is talking about this and that should scare you. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SECRET GOVERNMENT MEMO CLAIM THE ELECTION WAS COMPLETELY RIGGED about A GLOBAL PANDEMIC!!!,"You won't believe what happens next! A secret government memo claim the election was completely rigged related to a global pandemic. Click here now before this post gets taken down forever. This proves once and for all what they've been hiding all along. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SOCIAL MEDIA USERS SAY THE VACCINE SECRETLY CONTAINS MICROCHIPS about A POLITICAL SCANDAL!!!,"This will shock you! Social media users say the vaccine secretly contains microchips related to a political scandal. Forward this to everyone you know before it's too late!!! Nobody is talking about this and that should scare you. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A LEAKED DOCUMENT SHOW THE SHOCKING SECRET BEHIND THE SCENES about A MAJOR SPORTS EVENT!!!,"This will shock you! A leaked document show the shocking secret behind the scenes related to a major sports event. Nobody is talking about this and that should scare you. Share this NOW so the truth can finally come out!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
CELEBRITIES LEAK PROOF OF A GLOBAL CONSPIRACY about THE STOCK MARKET!!!,"They don't want you to see this! Celebrities leak proof of a global conspiracy related to the stock market. Thousands of people are waking up to the truth every single day. The mainstream media is completely silent about this shocking truth. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SHOCKING NEW REPORT CLAIM THIS ONE WEIRD TRICK CURES EVERYTHING about A TECH COMPANY'S NEW PRODUCT!!!,"Wake up people, this is huge! A shocking new report claim this one weird trick cures everything related to a tech company's new product. Nobody is talking about this and that should scare you. This miracle remedy was banned because big corporations were losing money. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SCIENTISTS YOU'VE NEVER HEARD OF CLAIM THE ELECTION WAS COMPLETELY RIGGED about THE HOUSING MARKET!!!,"They don't want you to see this! Scientists you've never heard of claim the election was completely rigged related to the housing market. Forward this to everyone you know before it's too late!!! Thousands of people are waking up to the truth every single day. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SELF-PROCLAIMED EXPERT INSIST THE MOON LANDING WAS STAGED about A NEW TECHNOLOGY!!!,"Wake up people, this is huge! A self-proclaimed expert insist the moon landing was staged related to a new technology. Forward this to everyone you know before it's too late!!! The mainstream media is completely silent about this shocking truth. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SELF-PROCLAIMED EXPERT CLAIM THE ELECTION WAS COMPLETELY RIGGED about A NEW TECHNOLOGY!!!,"Experts are too afraid to speak up! A self-proclaimed expert claim the election was completely rigged related to a new technology. Nobody is talking about this and that should scare you. This proves once and for all what they've been hiding all along. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SCIENTISTS YOU'VE NEVER HEARD OF SAY THE VACCINE SECRETLY CONTAINS MICROCHIPS about THE NEW VACCINE!!!,"The mainstream media refuses to report this! Scientists you've never heard of say the vaccine secretly contains microchips related to the new vaccine. Thousands of people are waking up to the truth every single day. Nobody is talking about this and that should scare you. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SCIENTISTS YOU'VE NEVER HEARD OF INSIST THE MOON LANDING WAS STAGED about THE NEW VACCINE!!!,"They don't want you to see this! Scientists you've never heard of insist the moon landing was staged related to the new vaccine. Thousands of people are waking up to the truth every single day. Click here now before this post gets taken down forever. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SCIENTISTS YOU'VE NEVER HEARD OF CLAIM THIS ONE WEIRD TRICK CURES EVERYTHING about THE HOUSING MARKET!!!,"You won't believe what happens next! Scientists you've never heard of claim this one weird trick cures everything related to the housing market. Click here now before this post gets taken down forever. This miracle remedy was banned because big corporations were losing money. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
CELEBRITIES SHOW THE SHOCKING SECRET BEHIND THE SCENES about THE STOCK MARKET!!!,"Wake up people, this is huge! Celebrities show the shocking secret behind the scenes related to the stock market. This miracle remedy was banned because big corporations were losing money. Forward this to everyone you know before it's too late!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
CELEBRITIES REVEAL THE TRUTH THEY DON'T WANT YOU TO KNOW about CLIMATE CHANGE!!!,"You won't believe what happens next! Celebrities reveal the truth they don't want you to know related to climate change. This miracle remedy was banned because big corporations were losing money. Click here now before this post gets taken down forever. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A MYSTERIOUS WHISTLEBLOWER REVEAL CELEBRITIES ARE ACTUALLY ROBOTS about A NEW TECHNOLOGY!!!,"This has been hidden from the public for years! A mysterious whistleblower reveal celebrities are actually robots related to a new technology. Share this NOW so the truth can finally come out!!! Click here now before this post gets taken down forever. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A MYSTERIOUS WHISTLEBLOWER EXPOSE A MASSIVE COVER-UP about A POPULAR CELEBRITY!!!,"The mainstream media refuses to report this! A mysterious whistleblower expose a massive cover-up related to a popular celebrity. The mainstream media is completely silent about this shocking truth. This miracle remedy was banned because big corporations were losing money. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
CELEBRITIES INSIST THE MOON LANDING WAS STAGED about A POPULAR CELEBRITY!!!,"Wake up people, this is huge! Celebrities insist the moon landing was staged related to a popular celebrity. Forward this to everyone you know before it's too late!!! Thousands of people are waking up to the truth every single day. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SELF-PROCLAIMED EXPERT EXPOSE A MASSIVE COVER-UP about A POLITICAL SCANDAL!!!,"They don't want you to see this! A self-proclaimed expert expose a massive cover-up related to a political scandal. Thousands of people are waking up to the truth every single day. This proves once and for all what they've been hiding all along. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
AN ANONYMOUS INSIDER REVEAL THE TRUTH THEY DON'T WANT YOU TO KNOW about CLIMATE CHANGE!!!,"You won't believe what happens next! An anonymous insider reveal the truth they don't want you to know related to climate change. Click here now before this post gets taken down forever. Click here now before this post gets taken down forever. Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
SCIENTISTS YOU'VE NEVER HEARD OF REVEAL CELEBRITIES ARE ACTUALLY ROBOTS about A NEW TECHNOLOGY!!!,"Wake up people, this is huge! Scientists you've never heard of reveal celebrities are actually robots related to a new technology. The mainstream media is completely silent about this shocking truth. Forward this to everyone you know before it's too late!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
A SECRET GOVERNMENT MEMO EXPOSE A MASSIVE COVER-UP about A POLITICAL SCANDAL!!!,"You won't believe what happens next! A secret government memo expose a massive cover-up related to a political scandal. Click here now before this post gets taken down forever. Forward this to everyone you know before it's too late!!! Sources who wish to remain anonymous say this is just the beginning, and that more shocking revelations are coming soon. Do your own research!",News,fake
